Name,Type,Ingredients,Price
PRIMERA,Face Masks,"-Watercress Sprout Extract: Increases glow and is a rich source of antioxidants.
-Artemisia Extract: Helps soothe and purify

Water, Butylene Glycol, Dimethicone, Glycerin, Squalane, Niacinamide, 1,2-Hexanediol, Cetearyl Alcohol,Artemisia Princeps Leaf Wa",$55.00 
GLAMGLOW,Face Masks,"-Hyaluronic Acid: Plumps fine, dry lines.
-Caffeine and Green Tea: Energize skin.
-Provitamin B5, Licorice, and Arginine: Boost skin’s glow and radiance.

Water/Aqua/Eau, Butylene Glycol, Methylpropanediol, 1,2-Hexanediol, Sodium Hyaluronate, Camellia, ",$10.00 
REN CLEAN SKINCARE,Face Masks,"-Boswellic Acid (Boswellia Serrata Bark): Relaxes muscles and fights facial fatigue, diminishing appearance of lines and wrinkles.
-Vitamin C (Ascorbic Acid): Supports natural collagen synthesis, improves skin elasticity, and evens out skin tone.
-Magnesi",$48.00 
CLARINS,Face Masks,"-Organic Leaf of Life Extract: Powers the skin’s natural hydration.
-Hyaluronic Acid: Locks in moisture for visibly plump skin.

Water, Glycerin, Butylene Glycol, Stearic Acid, C12-15 Alkyl Benzoate, Dicaprylyl Carbonate, Betaine, Cetearyl Ethylhexanoat",$34.00 
PRIMERA,Face Masks,"-Milk Thistle Seed Extract: Adds moisture and radiance.
-Natural Cureplex™: Soothes and refreshes.

Water, Cyclopentasiloxane, Dipropylene Glycol, Cyclohexasiloxane, Alcohol, Trehalose, Niacinamide, Polysorbate 20, Butylene Glycol, Dimethiconol, Propane",$6.00 
INDIE LEE,Face Masks,"-Glycolic and Salicylic Acids: Combine to gently exfoliate the skin and unclog pores.
-Bentonite Clay and Colloidal Sulfur: Help to gently draw out impurities.
-Hyauluronic Acid, Zinc Oxide, Chamomile, and Red Seaweed extracts: Help nourish, calm, and pro",$60.00 
SEPHORA COLLECTION,Face Masks,"-Charcoal Extract from Natural Origin: Purifies.

PVP, VP/VA Copolymer, Alcohol Denat., Water, Fragrance, CI 77499 (Iron Oxides), Glycerin, Charcoal Powder, Caprylic/Capric Triglyceride, Epilobium Fleischeri Extract, Pistacia Lentiscus (Mastic) Gum, Hydro",$3.00 
AMOREPACIFIC,Face Masks,"-Green Tea Polysaccharides: Soothe and protect skin from environmental aging.
-White Peony: Brightens and purifies skin.
-Green Tea Water: Refreshes and revitalizes the feel of skin.

Camellia Sinensis Leaf Water, Butylene Glycol, Peg/Ppg-17/6 Copolymer, ",$25.00 
PERRICONE MD,Face Masks,"-Nrf2 Antioxidant Support Complex™: Delivers phytonutrients through turmeric, olive leaf, green tea, and cress sprouts to create a more youthful appearance.
-Squalane, Jojoba Esters, and Licorice: Hydrate and calm the skin while enhancing the appearance",$50.00 
SEPHORA COLLECTION,Face Masks,"-Papaya: Firms and rejuvenates the look of skin.
-Niacinamide: Balances and purifies.
-Witch Hazel: soothes.

Water (Aqua), Glycerin, Polyglyceryl-3 Laurate, Phenoxyethanol, Xanthan Gum, Ethylhexylglycerin, Ascorbyl Glucoside, Niacinamide, Carica Papaya (",$8.00 
EVE LOM,Face Masks,"-Lime Pearl™ Caviar: A natural form of AHA, provides a gentle yet effective exfoliation as it supports the natural process of cell turnover for a smoother, brighter complexion.
-Hemp Seed Oil: Rich in essential fatty acids to moisturize the skin without",$90.00 
ORIGINS,Face Masks,"Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$26.00 
AMOREPACIFIC,Face Masks,"-Green Tea Polysaccharides: Anti-pollution; soothe and protect skin from environmental aging factors.
-White Peony: An antioxidant that brightens and purifies skin.

Water, Butylene Glycol, Glycerin, Squalane, Pentaerythrityl Tetraethylhexanoate, Dimethic",$200.00 
SEPHORA COLLECTION,Face Masks,"-Natural Clay

Water, Illite, Montmorillonite, Propanediol, Kaolin, Cetyl Alcohol, Dimethicone, Citric Acid, Glycerin, Benzyl Glycol, Panthenol, Glyceryl Stearate, PEG-100 Stearate, 1,2-Hexanediol, Polyacrylamide, Phenoxyethanol, Dipotassium Glycyrrhizate",$6.00 
PERRICONE MD,Face Masks,"-H2 Energy Complex™: Rapidly penetrates into skin with a boost of hydrating energy to help provide immediate and long-lasting moisture.
-Microalgae: Helps immediately smooth the complexion so skin looks refreshed and energized.
-Cooling Moisture Complex",$50.00 
SKIN LAUNDRY,Face Masks,"-Organic-7: Helps reduce the appearance of fine lines and wrinkles and brighten skin tone with its antioxidant blend of organic celery root, white cabbage, rice bran, tomato fruit, turnip leaf, carrot root, and broccoli extracts obtained via low-temperatu",$15.00 
CHARLOTTE TILBURY,Face Masks,"-Frangipani Flower Extracts: Have antiseptic properties to soothe your skin and leave it cashmere-soft.
-BioNymph Peptide Complex: Supports collagen and elasticity.
-Spanish Clay and Sweet Almond Oil: Nourish your skin.

Water, Stearic Acid, Glycerin, Pru",$15.00 
ORIGINS,Face Masks,"-Marine Algae Complex: Hydrates, softens, and smooths skin.

Water, Butylene Glycol, Glycerin, Ectoin, Gellidiela Acerosa (Algae) Extract, Camellia Sinensis (Green Tea) Leaf Extract, Chamomilla Recutita (Matricaria) Extract, Hypnea Musciformis (Algae) Ext",$24.00 
CLARINS,Face Masks,"-Wild Mango Butter: Nourishes and softens the skin.
-Mango Oil: Comforts skin.

Water, Isononyl Isononanoate, Caprylic/ Capric Triglyceride, Dicaprylyl Carbonate, Propanediol, Cetearyl Alcohol, Glycerin, Betaine, Squalane, Mangifera Indica (Mango) Seed Oi",$34.00 
SEPHORA COLLECTION,Face Masks,"-Pineapple Extract: Known for its skin-perfecting properties.

Water, Hydroxyethyl Urea, Glycereth-26, Glycerin, Alcohol Denat., 1,2-Hexanediol, Coceth-7, PPG-1-PEG-9 Lauryl Glycol Ether, Phenoxyethanol, Epilobium Fleischeri Extract, PEG-40 Hydrogenated C",$3.00 
PRIMERA,Face Masks,"-Alpine Strawberry Sprouts: Nourish skin and help boost moisture.
-Papaya Fruit Extract: Helps brighten dull skin and boost glow.
-Lava Water: Loads skin with hydration to replenish and soothe dryness.

Water, Propanediol, Cyclopentasiloxane, Glycerin, Cy",$45.00 
EVE LOM,Face Masks,"-Advanced Moisture Complex: Restores moisture levels in the skin by boosting its protective barrier to prevent future dehydration.
-Aqua Complex: Increases moisture content.
-Sodium Hyluronate: Promotes long-lasting hydration.
-Vitamin E: Protects the ski",$90.00 
CLARINS,Face Masks,"-Organic Alpine Willow Herb Extract: Helps visibly minimize the look of pores.
-White Clay and Green Clay: Help absorb impurities and mattify skin.

Water, Kaolin, Glycerin, Caprylic/Capric Triglyceride, Dimethicone, Propanediol, Cetearyl Alcohol, Ci 7789",$34.00 
SATURDAY SKIN,Face Masks,"-Niacinamide: Helps boost skin protection, hydration, and tone.
-Wide Awake: Date Seed Extract: Illuminates and refreshes area around the eyes.
-Cotton Extract: Contains vitamin E and polyphenols for boosted protection and hydration.
-Avocado Protein Extr",$20.00 
SEPHORA COLLECTION,Face Masks,,$11.00 
BIOSSANCE,Face Masks,"-L-Ascorbic Acid 10%: Pure vitamin C works to instantly brighten the look of dull, lackluster skin and protects against environmental aggressors.
-Squalane: Hydrates while locking in essential moisture.
-Rose Otto Oil: Calms stressed skin.

Clean at Sepho",$48.00 
DR ROEBUCK'S,Face Masks,"-Caviar Lime: Rich in AHAs to provide a smoother and brighter complexion.
-Kakadu Plum: Offers 50 times more vitamin C than an orange.

Purified Water, Kaolin, Quartz, Cetearyl Olivate, Sorbitan Olivate, Glycerin, Helianthus Annuus (Sunflower) Seed Oil, S",$28.00 
DR ROEBUCK'S,Face Masks,#NAME?,$28.00 
FRESH,Face Masks,"Rose Face Mask:
Water, Butylene Glycol, Glycerin, Pentylene Glycol, PEG-60 Hydrogenated Castor Oil, Rosa Centifolia Flower, Maris Aqua (Sea Water), Rosa Damascena Flower Water, Cucumis Sativus (Cucumber) Fruit Extract, Anthemis Nobilis Flower Oil, Camellia Sinensis Leaf Extract, Porphyridium Cruentum Extract, Rosa Damascena Flower Oil, Aloe Barbadensis Leaf Extract, Aspalathus Linearis Leaf Extract, Faex (Yeast Extract), Sodium Hyaluronate, Carbomer, Tetrasodium EDTA, Sodium Hydroxide, Caprylic/Capric Triglyceride, Glyceryl Acrylate/Acrylic Acid Copolymer, Caramel, Maltodextrin, Fragrance, BHT, Citronellol, Phenoxyethanol.

Lotus Face Mask:
Water, Glycerin, Propylene Glycol Dicaprylate/Dicaprate, Pentylene Glycol, Cetearyl Alcohol, Lithothamnion Calcareum Powder, Caprylic/Capric Triglyceride, Cetearyl Isononanoate, Betaine, Polyacrylate Crosspolymer-6, Steareth-21, Laminaria Saccharina Extract, Cocos Nucifera (Coconut) Shell Powder, Nelumbo Nucifera Seed Powder, Citrus Limon (Lemon) Peel Oil, Cucumis Sativus (Cucumber) Fruit Extract, Ficus Carica (Fig) Fruit Extract, Averrhoa Carambola Leaf Extract, Crithmum Maritimum Extract, Nelumbo Nucifera Flower Extract, Hibiscus Esculentus Fruit Extract, Tocopheryl Acetate, Ascorbyl Tetraisopalmitate, Tocopherol, Behenyl Alcohol, Cetearyl Glucoside, Dimethicone, Caprylyl Glycol, Butylene Glycol, Cetyl Alcohol, Sodium Polyacrylate Starch, Stearyl Alcohol, Disodium EDTA, Sodium Hyaluronate, BHT, Tetrasodium EDTA, Hydrogenated Vegetable Oil, Caramel, Xanthan Gum, Sorbic Acid, Phenoxyethanol, Limonene, Citral.

Sugar Face Polish:
Sucrose, Propylene Glycol Dicaprylate/Dicaprate, PEG-7 Glyceryl Cocoate, Stearalkonium Hectorite, Fragaria Vesca (Strawberry) Fruit Extract, Euphorbia Cerifera (Candelilla) Wax, Mangifera Indica (Mango) Seed Butter, Propylene Carbonate, Fragrance, Limonene, Limnanthes Alba (Meadowfoam) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Prunus Domestica Seed Oil, Fructose, Glucose, Tocopheryl Acetate, Caramel, Glycerin, Water, Potassium Sorbate, BHT, Citral.",$25.00 
SKIN LAUNDRY,Face Masks,"-Organic-7: Helps reduce the appearance of fine lines and wrinkles and brighten skin tone with its antioxidant blend of organic celery root, white cabbage, rice bran, tomato fruit, turnip leaf, carrot root, and broccoli extracts obtained via low-temperatu",$12.00 
LANEIGE,Face Masks,"Water, Dipropylene Glycol, Glycerin, 1,2-Hexanediol, Phenoxyethanol, Carbomer, Tromethamine, Bis-PEG-18 Methyl Ether Dimethyl Silane, PEG-60 Hydrogenated Castor Oil, Ethylhexylglycerin, Adenosine, Xanthan Gum, Fragrance, Disodium EDTA, Malpighia Emarginata (Acerola) Fruit Extract, Euterpe Oleracea Fruit Extract, Propanediol, 1, 2-Hexanediol, Ethylhexylglycerin, Sodium Magnesium Silicate, Disodium EDTA, Glutathione.",$6.00 
SEPHORA COLLECTION,Face Masks,"-Zinc and Copper: Purify.
-White Clay: Softens and allows the skin to be enriched with essential mineral salts.

Kaolin, Water, Glycerin, Citrus Aurantium Dulcis (Orange) Peel Powder, Capryloyl Glycine, Magnesium Aluminum Silicate, Glyceryl Undecylenate, ",$20.00 
FRESH,Face Masks,"Water, Glycerin, Rice Ferment Filtrate (Sake), Caprylic/Capric Triglyceride, Pentylene Glycol, Sodium Polyacrylate, Betaine, Saccharomyces Ferment Filtrate, Camellia Sinensis Leaf Extract, Avena Sativa (Oat) Kernel Extract, Vitis Vinif- era (Grape) Seed Oil, Litchi Chinensis Seed Extract, Rubus Fruticosus (Blackberry) Leaf Extract, Rosa Damascena Flower Oil, Sodium Hyaluronate, Adenosine, Tocopheryl Ac- etate, Tocopherol, Ethylhexyl Palmitate, Poloxamer 407, Butylene Glycol, Parfum (Fragrance), Hydrogenated Lecithin, Menthoxypropanediol, Maltodextrin, Silica, CI 77891 (Titanium Dioxide), Trihydroxystearin, Hydroxyethylcellulose, Disodium EDTA, Sodium Citrate, Caprylyl Glycol, Citric Acid, Caramel, Hexylene Glycol, Potassium Sorbate, BHT, Biotin, Phenoxyethanol, Linalool.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$35.00 
DR ROEBUCK'S,Face Masks,#NAME?,$28.00 
FRESH,Face Masks,"-Proprietary Complex of Black Tea Ferment, Black Tea Extract, Blackberry Leaf Extract, and Lychee Seed Extract: Addresses damaging free radicals and helps to support natural skin elasticity.
-Belle De Nuit Extract: Helps to soothe the skin.
-Peptides: Fir",$35.00 
DR. DENNIS GROSS SKINCARE,Face Masks,"-Three Forms of Vitamin C: Improve elasticity and assist with antioxidant protection, brightening, and firming the skin.
-Papaya Fruit Extract: Gently exfoliates.
-French Rose Clay: Absorbs impurities and purifies bacteria.
-Glycolic Acid: Reduces visible",$28.00 
LANEIGE,Face Masks,"Water, Dipropylene Glycol, Glycerin, 1,2-Hexanediol, Phenoxyethanol, PEG-60 Hydrogenated Castor Oil, Carbomer, Ethylhexylglycerin, Tromethamine, Hydroxyethylcellulose, Fragrance, Xanthan Gum, Disodium EDTA, 1,2-Hexanediol, Chenopodium Quinoa Seed Extract, Magnesium Sulfate, Calcium Chloride, Phenoxyethanol, Manganese Sulfate, Zinc Sulfate, Ascorbyl Glucoside.",$6.00 
LANEIGE,Face Masks,"Water, Dipropylene Glycol, Glycerin, 1,2-Hexanediol, Phenoxyethanol, Carbomer,Tromethamine, Bis-Peg-18 Methyl Ether Dimethyl Silane, Peg-60 Hydrogenated Castor Oil, Ethylhexylglycerin, Adenosine, Xanthan Gum, Fragrance, Disodium Edta, Malpighia Emarginata (Acerola) Fruit Extract, Euterpe Oleracea Fruit Extract, Propanediol, 1,2-Hexanediol, Ethylhexylglycerin, Sodium Magnesium Silicate, Disodium Edta, Glutathione.",$6.00 
AMOREPACIFIC,Face Masks,"-Meladefying Complex™: A blend of Asian botanicals including milk thistle, ginkgo leaf, orange peel, magnolia, and lonicera japonica; works to inhibit excessive melanin formation and intensively target existing melasma to promote a brighter, more transl",$120.00 
LANEIGE,Face Masks,"Water, Dipropylene Glycol, Glycerin, 1,2-Hexanediol, Phenoxyethanol, Peg-60 Hydrogenated Castor Oil, Carbomer, Ethylhexylglycerin, Tromethamine, Hydroxyethylcellulose, Fragrance, Xanthan Gum, Disodium Edta, 1,2-Hexanediol, Chenopodium Quinoa Seed Extract, Magnesium Sulfate, Calcium Chloride, Phenoxyethanol, Manganese Sulfate, Zinc Sulfate, Ascorbyl Glucoside.",$6.00 
KENZOKI,Face Masks,,$82.00 
SEPHORA COLLECTION,Face Masks,"-Rose Quartz Extract: Hydrates dry skin.

Aqua (Water), Butylene Glycol, Lecithin, Glycerin, 1,2-Hexanediol, Hydroxyacetophenone, PEG-40 Hydrogenated Castor Oil, Sodium Polyacrylate, Phenoxyethanol, Parfum (Fragrance), Xanthan Gum, Allium Chinense Bulb Ex",$6.00 
